284955,tissue,20057.140000,59719.900000,508.640000,410.830000
284955,tau_fold,47149.310000,76914.080000,43.610000,36.240000
284955,tissue,24374.600000,60729.630000,142.260000,154.120000
284955,background,26584.000000,13907.710000,710.220000,1033.050000
284955,tissue_fold,76064.020000,28284.240000,80.820000,100.580000
284955,tissue,7512.280000,34587.510000,301.080000,332.530000
284955,tissue,9405.590000,36571.350000,230.130000,230.130000
284955,tissue_fold,27333.590000,44862.120000,85.570000,80.220000
284955,tangle,43958.770000,74292.080000,133.320000,150.740000
284955,tangle,47744.840000,74399.260000,357.060000,297.950000
284955,tangle,46210.080000,74705.630000,307.600000,334.140000
284955,threads,49152.510000,75051.240000,196.070000,188.780000
284955,tissue,17171.400000,47210.770000,272.670000,260.810000
284955,tangle,48500.570000,76860.070000,130.830000,142.500000
284955,tissue_fold,47201.730000,76778.460000,43.430000,51.870000
284955,threads,48890.010000,75076.360000,112.620000,110.190000
284955,astrocyte_tau,47512.890000,76559.100000,168.910000,179.350000
284955,tangle,41484.920000,73660.540000,300.370000,346.210000
284955,tissue,23876.060000,38620.930000,117.580000,141.900000
284955,tangle,48773.130000,74845.910000,172.570000,200.930000
284955,tissue_fold,28072.350000,44656.740000,96.260000,131.030000
284955,background,55457.350000,12210.920000,220.630000,247.110000
284960,label,0.000000,0.000000,0.000000,0.000000
284960,tangle,53893.790000,83939.390000,141.980000,135.370000
284960,tissue,87036.550000,47807.280000,368.890000,322.780000
284960,tissue_fold,35494.430000,54453.140000,107.940000,84.480000
284960,artifact,73622.700000,64546.770000,21.030000,17.040000
284960,tangle,56782.170000,81575.330000,228.610000,202.640000
284960,threads,55301.880000,81824.110000,286.560000,137.550000
284960,threads,47057.890000,71015.360000,118.690000,63.910000
284960,tissue,87441.560000,41724.170000,580.030000,449.820000
284960,tangle,47808.730000,71713.370000,67.780000,73.840000
284960,tissue_fold,39974.420000,44284.820000,87.940000,89.820000
284960,tangle,49106.170000,70494.630000,103.010000,92.710000
284960,tangle,49009.020000,71236.860000,66.420000,68.520000
284960,tissue,15256.090000,71653.010000,345.550000,264.500000
284960,tissue,76991.970000,42151.610000,378.790000,343.280000
284960,background,4904.980000,73135.300000,1522.930000,1191.860000
284960,threads,48653.550000,69350.770000,161.620000,124.560000
284960,tissue,77193.200000,43749.650000,556.350000,319.610000
284960,dirt,41057.060000,76900.620000,560.140000,311.980000
284960,threads,47803.250000,70677.240000,77.610000,52.150000
284960,tangle,48613.300000,70394.480000,150.430000,133.050000
284960,tangle,56039.130000,82755.930000,172.600000,195.830000
284960,threads,56434.120000,81931.100000,164.300000,84.060000
284960,tangle,48880.630000,72702.720000,135.280000,132.910000
284960,threads,49965.830000,69666.690000,161.620000,137.940000
284960,tissue,15998.390000,71269.060000,379.680000,362.620000
284960,background,81788.090000,82761.650000,1378.770000,1185.120000
284960,tissue,19130.290000,71185.620000,278.860000,231.560000
284960,tangle,55577.770000,82815.680000,165.960000,152.680000
284960,tissue,89757.110000,45732.280000,553.330000,415.000000
284960,tissue,72446.450000,34315.320000,497.170000,355.120000
284960,tangle,59856.360000,75920.450000,167.800000,156.620000
284960,tangle,47731.190000,71621.580000,108.730000,80.540000
284960,tissue,89726.160000,39593.460000,757.590000,852.290000
284960,threads,48092.360000,69833.530000,146.520000,96.230000
284960,tangle,80249.860000,79173.360000,328.430000,472.870000
284960,threads,48318.570000,72224.050000,85.300000,56.370000
284960,tissue,16928.390000,70364.650000,405.280000,366.880000
284960,threads,56910.450000,81945.110000,366.800000,175.760000
284960,tangle,51214.600000,69929.880000,79.640000,111.050000
284960,tangle,59303.280000,76820.000000,243.230000,236.660000
284960,tangle,48839.270000,70079.830000,162.510000,213.670000
284960,tangle,55843.300000,82779.170000,139.400000,172.600000
284960,tissue_fold,62102.650000,74597.800000,52.930000,36.090000
284960,tangle,57577.130000,81393.470000,233.810000,202.640000
284960,tangle,60102.000000,76882.460000,151.200000,124.900000
284960,tissue,15605.940000,72683.440000,269.260000,313.470000
284960,tissue,72351.750000,40458.880000,331.440000,355.120000
284960,background,14831.760000,79034.760000,1801.260000,1300.910000
284960,tangle,47933.980000,83048.180000,185.380000,128.960000
284960,threads,48334.400000,70076.800000,118.580000,93.750000
284960,threads,56150.100000,81611.420000,314.580000,170.660000
284960,threads,55690.330000,81347.780000,247.080000,128.640000
284960,threads,50619.880000,70162.960000,70.000000,46.320000
284960,tissue,20514.700000,69767.440000,448.090000,341.270000
284960,tangle,50685.640000,70320.550000,115.710000,107.250000
284960,background,60703.340000,84033.040000,2101.470000,1451.010000
284960,tissue_fold,39576.430000,43403.860000,50.520000,37.420000
284960,threads,47935.280000,69926.660000,124.790000,76.990000
284960,tangle,50810.110000,72025.540000,108.640000,98.770000
284960,tissue_fold,39696.180000,43639.620000,46.780000,43.040000
284960,tangle,51040.740000,70173.290000,85.250000,77.400000
284960,tangle,56997.800000,82232.590000,127.300000,166.260000
284960,tangle,48508.680000,69695.370000,176.060000,197.310000
284960,artifact,73633.940000,64510.140000,24.660000,21.400000
284960,background,5723.290000,66462.700000,1230.750000,1078.640000
284960,tissue,78140.190000,42198.960000,426.140000,355.120000
284960,tissue_fold,62528.870000,74896.710000,75.940000,56.180000
284960,tangle,46785.820000,70490.900000,111.530000,124.850000
284960,tissue_fold,35494.430000,54767.580000,98.560000,65.700000
284960,artifact,73658.240000,64552.930000,21.760000,17.770000
284960,dirt,65537.820000,65845.090000,728.810000,571.970000
284960,tangle,46834.760000,72448.770000,135.280000,118.670000
284960,tissue_fold,62606.890000,74652.230000,107.150000,87.390000
284960,tangle,47614.800000,70767.230000,79.900000,69.910000
284960,tissue_fold,62941.880000,73880.320000,52.020000,58.260000
284960,tangle,62520.420000,75753.470000,112.750000,121.290000
284960,artifact,75037.790000,66706.480000,117.010000,106.880000
284960,tissue,23245.890000,69944.170000,541.790000,473.540000
284960,background,88172.490000,80330.450000,2952.060000,1951.360000
284960,tangle,59096.200000,77424.800000,289.250000,226.800000
284960,tissue_fold,39451.060000,43014.660000,41.170000,35.550000
284960,tissue_fold,40167.110000,41723.860000,44.910000,44.910000
284960,tangle,47403.390000,69267.410000,124.850000,176.450000
284960,tangle,48827.410000,69683.230000,124.450000,157.840000
284960,background,99057.850000,68411.170000,1006.970000,975.980000
284960,background,32644.180000,69578.160000,1100.770000,1250.870000
284960,threads,51015.180000,70362.670000,195.590000,91.620000
284960,threads,48243.840000,69415.630000,211.030000,105.000000
284960,tangle,47188.080000,70635.320000,86.330000,59.670000
284960,tangle,73674.430000,65878.060000,112.900000,129.260000
284960,tissue_fold,62795.190000,74250.670000,61.380000,63.460000
284960,tissue,75595.170000,42021.400000,461.650000,402.470000
284960,tissue_fold,39518.420000,43254.170000,54.260000,46.780000
284960,tangle,57743.870000,79498.100000,315.740000,267.630000
284960,threads,49641.520000,71508.560000,198.170000,132.120000
284960,tissue_fold,39912.640000,41272.910000,46.780000,52.390000
284960,tissue,21690.420000,65964.550000,798.700000,593.320000
284960,background,72439.470000,83303.180000,2207.580000,1998.440000
284960,tissue_fold,40064.200000,41561.070000,59.880000,65.490000
284960,tangle,50435.040000,70374.070000,97.590000,71.790000
284960,tangle,48429.980000,70808.120000,138.440000,141.440000
284960,tissue_fold,35400.570000,53697.540000,103.250000,89.170000
284960,tangle,52916.460000,83586.100000,214.620000,254.240000
284960,tangle,49886.490000,72703.010000,95.600000,131.860000
284960,tangle,48041.270000,71267.210000,108.730000,78.530000
284960,background,13085.050000,20354.040000,3406.180000,2641.530000
284960,threads,50733.120000,70157.810000,64.850000,52.500000
284960,tangle,56363.910000,81302.550000,124.700000,85.730000
284960,tangle,53028.720000,83995.520000,151.880000,132.070000
284960,tissue,87244.050000,46596.860000,415.000000,299.720000
284960,tangle,56653.170000,82799.080000,222.380000,209.110000
284960,tissue,86743.160000,40303.700000,497.170000,366.960000
284960,threads,48282.150000,72357.250000,66.850000,51.880000
284960,tangle,47999.820000,70109.370000,105.070000,98.890000
284960,background,96176.370000,71563.750000,1099.920000,1285.820000
284960,tangle,55484.840000,80864.020000,175.910000,185.870000
284960,tangle,48950.620000,70669.690000,174.550000,207.650000
284960,tangle,47698.030000,70855.460000,94.880000,109.860000
