204,284955,tissue,20057.14,59719.9,508.64,410.83,1566504995.96,pyushkevich,1566504995.96,pyushkevich
205,284955,tau_fold,47149.31,76914.08,43.61,36.24,1566505077.15,pyushkevich,1566505077.15,pyushkevich
206,284955,tissue,24374.6,60729.63,142.26,154.12,1566505112.37,pyushkevich,1566505112.37,pyushkevich
207,284955,background,26584.0,13907.71,710.22,1033.05,1566505112.38,pyushkevich,1566505112.38,pyushkevich
208,284955,tissue_fold,76064.02,28284.24,80.82,100.58,1566505112.4,pyushkevich,1566505112.4,pyushkevich
209,284955,tissue,7512.28,34587.51,301.08,332.53,1566505112.41,pyushkevich,1566505112.41,pyushkevich
210,284955,tissue,9405.59,36571.35,230.13,230.13,1566505112.41,pyushkevich,1566505112.41,pyushkevich
211,284955,tissue_fold,27333.59,44862.12,85.57,80.22,1566505112.42,pyushkevich,1566505112.42,pyushkevich
212,284955,tangle,43958.77,74292.08,133.32,150.74,1566505112.43,pyushkevich,1566505112.43,pyushkevich
213,284955,tangle,47744.84,74399.26,357.06,297.95,1566505112.44,pyushkevich,1566505112.44,pyushkevich
214,284955,tangle,46210.08,74705.63,307.6,334.14,1566505112.45,pyushkevich,1566505112.45,pyushkevich
215,284955,threads,49152.51,75051.24,196.07,188.78,1566505112.46,pyushkevich,1566505112.46,pyushkevich
216,284955,tissue,17171.4,47210.77,272.67,260.81,1566505112.47,pyushkevich,1566505112.47,pyushkevich
217,284955,tangle,48500.57,76860.07,130.83,142.5,1566505112.48,pyushkevich,1566505112.48,pyushkevich
218,284955,tissue_fold,47201.73,76778.46,43.43,51.87,1566505112.49,pyushkevich,1566505112.49,pyushkevich
219,284955,threads,48890.01,75076.36,112.62,110.19,1566505112.49,pyushkevich,1566505112.49,pyushkevich
220,284955,astrocyte_tau,47512.89,76559.1,168.91,179.35,1566505112.5,pyushkevich,1566505112.5,pyushkevich
221,284955,tangle,41484.92,73660.54,300.37,346.21,1566505112.51,pyushkevich,1566505112.51,pyushkevich
222,284955,tissue,23876.06,38620.93,117.58,141.9,1566505112.52,pyushkevich,1566505112.52,pyushkevich
223,284955,tangle,48773.13,74845.91,172.57,200.93,1566505112.53,pyushkevich,1566505112.53,pyushkevich
224,284955,tissue_fold,28072.35,44656.74,96.26,131.03,1566505112.54,pyushkevich,1566505112.54,pyushkevich
225,284955,background,55457.35,12210.92,220.63,247.11,1566505112.55,pyushkevich,1566505112.55,pyushkevich
226,284960,tangle,53893.79,83939.39,141.98,135.37,1566505112.56,pyushkevich,1566505112.56,pyushkevich
227,284960,tissue,87036.55,47807.28,368.89,322.78,1566505112.56,pyushkevich,1566505112.56,pyushkevich
228,284960,tissue_fold,35494.43,54453.14,107.94,84.48,1566505112.57,pyushkevich,1566505112.57,pyushkevich
